,rapper,verse,num_misogyny,misogyny_label
,Bas,You in a hot air balloon You could be around the moon You eat a pound of the shrooms You'll never be higher than I am You could mook all of the keef You could blow all of the schneef You go as high as you reach You'll never be higher than I am You'll never be higher than I am   so high  You'll never be higher than I am  so blown  You'll never be higher than I am  I'm Mooked  You'll never be higher than I am   I'm Mooked  I'm Super Mooked ,FALSE,Nonmisogynistic
,Lil Wayne,"Fuck with a nigga, if you fuck with a nigga Fuck with me, good luck to the nigga Straps on deck, so fuck that nigga Leave you looking like lightning struck that nigga Racks on deck, I'm rich as shit I'm calling my bitch the shit Walking around on my fuck it shit I done did everything on my bucket list Fuck that shit, I'm Superbad I don't give a Hoover damn Man, I son all these niggas They should have a stupid tan Ha, President Carter, vote for Lil Wayne Sit your five dollar ass down 'fore I make change I'm pumping your brakes, I'm jumping the gates And I ain't got nothing to say, but up up and away ",TRUE,Misogynistic
,Jay-z,"You'd take the clothes off my back and I'd let you You'd steal the food right out my mouth And I'd watch you eat it I still don   t know why, why our love is so much, ohh  Thanks for warnin' me, thanks for warnin' me  You curse my name in spite to put me to shame Hang my laundry in the streets, dirty or clean Give it up for fame But I still don't know why, why I love it so much  Thanks for warnin' me, thanks for warnin' me  ",FALSE,Nonmisogynistic
,Big L,"I tell it how it is cause I'm a bold figure And I hate a money hungry girl, AKA  gold-digger It ain't even funny Some girls don't even know me asking me can they get some money I'm looking nothing like your poppa I wouldn't give a chick    cent to put cheese on a Whopper They wanna know why I'm so fly A girl ask me for a ring and I put one around her whole eye Chicks used to diss but now they wanna kiss Yo Showbiz I'ma break it down like this ",FALSE,Misogynistic
,Kendrick Lamar,All my life I want money and power Respect my mind or die from lead shower I pray my dick get big as the Eiffel Tower So I can fuck the world for seventy-two hours ,FALSE,Nonmisogynistic
,A$AP Rocky,"Once again, Mister Back Selling Crack It's an honor keeping real nigga music on the map Street raps, new face, sampled with no credits Doubting myself cause I don't think the world can relate To my surprise everyone does, so have faith Half of the other side don't live it they push play The young illest alive, Harlem world to the Bay It feels good waking up to money in the bank Cause last year it was shoe box and lint I only write raps just to give you niggas hints Every verse a gift, as you smoke like a chimney My album coming November, that's    years of memory And that's assuming I'mma live that long If I don't, don't cry cause I ain't live that wrong Just an artist in a purest form, I live that song An artist in the purest form, I live that song, Bambino ",FALSE,Nonmisogynistic
,Lil Wayne,"Six shit, on God Dedication   on God Dedication   on God That's some sick shit Oh Lord Dedication   oh Lord Dedication   oh Lord Yes Lord Dedication   yes Lord Dedication   yes Lord I, I see you with your palms in your pants But me, me, oh me, I got the world in my hands I make it spin on my finger, I'm a critical thinker I'm a hell of a smoker, and a bit of a drinker, yeah! ",FALSE,Nonmisogynistic
,Immortal Technique,"Revolutions overturn systems, revolutions destroy systems!  crowd cheers  Yo what the fuck happen to reality spitting rhyme slayers These days everybody trying to be a thug or a player Where did all the real motherfuckers go in the game Bring back the break dancers and graffiti writers with fame I remember hip hop before the mic gun clapping Cause I used to drink forties with more flavor then these rappers Lyrical ego trips doesn't make fortification Your not dope enough, spit self glorification So don't jerk me around cause my name ain't masturbation Life is hard it'll leave you scarred cause I been through shit If you consider rap a job I suggest that you quit Don't you understand the audience will listen and dance In the club, crib or car or whatever they get the chance To be emancipated start debating justice in the cipher Why do you think project rooms look like the cells in Rikers I'm explaining the significance on the reason behind it They're preparing your children for the prison environment When you don't amount to shit prison becomes retirement But I refuse to be took in to central booking in chains Cause sleeping on the floor in cages starts to fuck with your brain The system ain't reformatory, it's only purgatory Close to hell but I rebel as begin to spark an L And tell my people how we fell into the trap that we live in Because they locked us up in ghetto's and began to rape our women So I leave the system Unforgiven like Eastwood Cause I was bless with lyrical strength to do whatever I could You should of seen it coming long ago when you were very young My word is through the father, holy spirit and his fucking son Cause when I grab the mic device in front of Christ and start to rip it I'll make Jesus turn around and say ""yo pop this nigga flipped it"" So talk about whatever and be what you wanna be But don't mistake the way I break the faith for simple blasphemy Cause through the highest frequencies in the NYC I'm crushing   .  percent of MC's  Hook  Lamentablemente, las condiciones que estamos viviendo en Han llegado a ser una miseria insoportable para la gente Pero hay unas vendepatrias engre  dos que todav  a creen En una sociedad de antes donde los artistas Fuimos bestias de trabajo para la industria Ese sue  o se ha acabado Y ahora nos encontramos despiertos en la hora de revoluci  n Porque no podemos llamar esto un 'movimiento' si toda la propiedad Intelectual pertenece a los que nos oprimen Yeah! Yeah! Yeah! Motherfucker! Ya te dije Que se ha acabado la mierda ",FALSE,Nonmisogynistic
,J Cole,"Niggas say turn up, hoes say turn up Only bad thing 'bout a star is they burn up Niggas say turn up, hoes say turn up Only bad thing 'bout a star is they burn up Rest in peace to Aaliyah Rest in peace to Left Eye  Left Eye  Michael Jackson, I'll see ya Just as soon as I die  I die  ",FALSE,Misogynistic
,Chance The Rapper,"We gon' get it poppin', we gon' get it jukin' We gon' throw a party, and we ain't gotta do shit You came with your best friend, came up for the weekend Rollin' with the parties, so tell me what you thinkin' So we gon' have a juke jam, we gon' have a juke jam We can have a party, just listening to music Like we used to do, I'll get close to you I remember you, you used to, I remember you, 'cause ",FALSE,Nonmisogynistic
,Eminem,"Meet Stan,    years old. After meeting a young girl at a rave party, things start getting hot and heavy in an upstairs bedroom. Once again, his conscience comes into play. ",FALSE,Nonmisogynistic
,Jay-z,"Getting ghost in the Ghost, can you see me? Can you see me? Have mercy on a Judas, angel wings on a 'ghini I'm secular, tell the hecklers seckle down Y'all religion creates division like my Maybach partition And God is my chauffeur, boy they love Hova From the south side of Chi to Brooklyn where I growed up I confess, God in the flesh Live among the serpents, turn arenas into churches I'm like Michael, recycle, these are not   's These are verses from the Bible Tell that preacher he's a preacher, I'm a motherfuckin' prophet Smoke a tree of knowledge, drink from a gold chalice You gotta love it, I arrive at the pearly gates I had luggage, meaning I had baggage Niggas asking me questions, I don't answer to these busters Only God could judge us, motherfuckers, uh ",FALSE,Nonmisogynistic
,Nas,"I saw my daughter send a letter to some boy her age Who locked up, first I regretted it, then caught my rage Like, how could I not protect her from this awful phase? Never tried to hide who I was, she was taught and raised Like a princess, but while I'm on stage I can't leave her defenseless Plus she's seen me switchin' women, Pops was on some pimp shit She heard stories of her daddy thuggin' So if her husband is a gangster, can't be mad, I'll love him Never, for her I want better, homie in jail     dead that Wait 'til he come home, you can see where his head's at Niggas got game, they be tryna live He seen your Mama crib, plus I'm sure he know who your father is Although you real, plus a honest kid Don't think I'm slow, I know you probably had that chronic lit You seventeen, I got a problem with it She looked at me like I'm not the cleanest father figure But she rockin' with it ",FALSE,Misogynistic
,Drake,"Three in the morning, still going down Worst... Mothafucka never loved us Fucka never loved us You ain't know, now you know now Still at it, scrub J's with a toothbrush Shit... Niggas still playing my old shit But your shit is like the police askin' us questions Nigga, we don't know shit Flexin'... Nigga, I'm just flexin' Nigga never loved us Do it look like we stressin'? Look at you, look at you and look at you Aww, I'm glad that they chose us 'Cause man it's a mission, tryna fight to the finish Just to see am I finished ",FALSE,Nonmisogynistic
,Nas,"Watch the calm realest channel his mom's spirit Goosebumps cover me, mother's here, I could feel her Blood of Christ covers me, our savior and healer Drug prices up or down, I know a few dealers And some accident murderers, they act like they killed on purpose Liars brag they put work in You ain't mean to murk him, your gun's a virgin Better stay on point, if not it's curtains Bebo Posse reincarnated through me probably If music money didn   t stop me I never claimed to be the toughest Though I'm to blame for a few faces reconstructed It's the game that we was stuck with Now I'm the only black in the club with rich Yuppie kids Sad thing, this is the top, but where the hustlers went No familiar faces around, ain't gotta grab the musket It's all safe and sound, champagne by the bucket Where them niggas I shouted out on my first shit Bo cooking blow, fuck is Slate at? Where Turkey went? Old videos show niggas that was murdered since Another reason to get further bent Put your glass high if you made it out the stash spot And here to tell your story and celebrate the glory Drinks in the air for my niggas not here This for the fallen soldiers, hold it down, I told you Pop another bottle and keep the smoke rolling Lies and the pain Betrayal  life ",FALSE,Nonmisogynistic
,Immortal Technique,"Our hearts were torn apart just like y'all was Watching towers full of souls fall to sawdust Everytime we called your office you ignored us Now you holding hearings on us all inside of Congress Microscopes on us, ask if we're jihadists My answer was in line with all of the Founding Fathers I think Patrick said it best  Give me liberty or death I shall never accept anything less You claim innocence, you play victimless But you gave the kiss of death in the name of self-defense Slavery and theft have brought our nations to the end Of pacifying your citizenry with excess We believe in freedom, justice, security But they're only pure when they're applied universally So certainly if I rage against the machine My aim was only to clean the germs out of the circuitry Urgently putting fear inside your heart Make you burn Qu'rans and tell me not to build a mosque Me, my wife and babies we ain't never made jihad We just want to touch our heads to the floor and talk to god Ask him to remove every blemish from our heart The greatest threat of harm doesn't come from any bomb The moment you refuse the human rights for just a few What happens when that few includes you? Civil war They say the odds against me are crooked and impossible Like I was born with a hole in my heart as an obstacle I was left to die by the doctors in the Children's Hospital But I never lose hope, success is psychological The world is volatile and the street is my education Shapin' the nation, like the blueprint of a Mason While Shawshank record deals get you raped on occasion So I'm focused on my economic situation I'm like the little kids on TV that dig through the trash I hustle regardless of the way you talk shit and laugh A lot of niggas drop science, but they don't know the math Because their mind is narrower than the righteous path It's funny how on the block niggas will kill you for cash But never raise the gun and cry out, ""Freedom at last!"" The cold war is over, but the world is still gettin' colder Atlas walkin' through the projects, with the hood on my shoulders I would like to raise my children to grow to be soldiers But then a general will decide when their life would be over So I work hard until my personality's split Like the Black Panthers, into the Bloods and the Crips They said I would never be shit, but now I sit and reminisce Like Yeshua ben Yusef flippin' through Genesis Ignorance is venomous, and it murders the soul Spreadin' like a virus, runnin' rampant, out of control ",FALSE,Nonmisogynistic
,Isaiah Rashad,Right Arm      T.D.E. Logo     STAY     ,FALSE,Nonmisogynistic
,J Cole,"No such thing as a life that's better than yours No such thing as a life that's better than yours No such thing as a life that's better than yours No such thing, no such thing ",FALSE,Nonmisogynistic
,Bas,"So focused on, make the dopest song Got this chick open on, got her lit on patron Got her ticked off, cause I got no tick for her I got no time, but I got some dick for her now She was lit, I was milk Girl don't let that milk spoil You got some friends that stress you He ain't loyal, I got some friends, don't let 'em think for you now Pull up the whip for you now, here go the town I am no pimp, but I am a player You not with the shits? I'll talk to you later I'm playing girl I got a thing for you now ",FALSE,Misogynistic
,Common,"Come close to me, baby Let your love hold you I know this world is crazy What's it without you  We're gon' make it I love you, I love you, I love you  ",FALSE,Nonmisogynistic
,Kanye West,When no one ain't around  I feel it's fadin'  I think I think too much  I feel it's fadin'  Ain't nobody watchin'  I feel it's fadin'  I just fade away  I feel it's fadin'  ,FALSE,Nonmisogynistic
,Jay-z,"Your boy back in the building  Brooklyn, we back on the map Me and my beautiful bee-itch in the back of that 'Bach I'm the realest to run it, I just happen to rap I ain't gotta clap at 'em, niggas scared of that black I drop that Black Album, then I back out it As the best rapper alive, nigga, ask 'bout me From bricks to Billboards, from grams to Grammy's From O's to opposite of Orphan Annie You gotta pardon Jay, for sellin' out the Garden in a day I'm like a young Marvin in his hey' I'm a hustler, homie, you a customer crony Got some dirt on my shoulder  could you brush it off for me? ",FALSE,Nonmisogynistic
,A$AP Rocky,"I see your Jil Sanders, Oliver Peoples Costume National, your Ann Demeuelemeester See Visvim be the sneaker, Lanvin or Balmain Goyard by the trunk, her Isabel Marant I love your Linda Farrow, I adore your Dior Your Damir Doma, Vena Cava from the store I crush down with that top down, bossy see how I ride 'round Mami in that Tom Ford, Papi in that Thom Browne Rick Owens, Raf Simons, boy she got it by the stock She ball until she fall, that means she shop 'til she drop And Versace  got a lot, but she may never wear it But she save it so our babies will be flyer than their parents ",FALSE,Nonmisogynistic
,Jay-z,"Now can you bounce for me, bounce for me Uhh Can ya can ya can ya bounce wit me, bounce wit me Uhh! Gi-gi-gi-geyeah-geyeah Can ya bounce wit me, bounce wit me UHH! Gi-gi-gi-gi can ya bounce wit me, bounce wit me Uhh! Yeah ",FALSE,Nonmisogynistic
,Jay-z,"And if my children knew I don't even know what I would do If they ain't look at me the same I would prob'ly die with all the shame ""You did what with who?"" What good is a m  nage    trois when you have a soulmate? ""You risked that for Blue?"" If I wasn't a superhero in your face My heart breaks for the day I have to explain my mistakes And the mask goes away And Santa Claus is fake And you go online and see For Blue's tooth, the tooth fairy didn't pay ",FALSE,Nonmisogynistic
,Mac Miller,"You are standing in the shallow soul You are speaking with the shallow soul Shallow soul I've been drowning with this shallow soul Shallow soul, shallow soul You are drinking from a shallow soul Shallow soul, shallow soul  fades  Uhh, let me get a turkey sandwich, uh lettuce tomato  bitch  ",TRUE,Nonmisogynistic
,Chance The Rapper,"In this part of my life, I'm growing up and I- and I wanna, I wanna do this the right way, go, go out of it, grow out of it, in the best way possible, so thank you guys who's been there thus far, and it's only gonna get better... ",FALSE,Nonmisogynistic
,Logic,"This is the joint that when you hear it you like, ""That   s my shit!"" Maybe at a house party while you getting lit Or while you cruising 'round town riding in a whip One thing   s for sure, you better get all of your friends here If a shorty like my music, then she a  Bobbysoxer  Got a booty, know how to use it, homie yes I rocks her The second I jump on a stage, I   m rocking it, ain   t nobody stopping it Whoever goes on after me, I   m sorry, you ain   t topping it ",FALSE,Misogynistic
,Big L,"I'm straight loco, to hell with you and your broke ho You ain't a big dog, you more like Toto, you got no dough I smoke 'dro mixed with cocoa, strong as bolo I pack a fo'-fo', platinum ro-ro Anti-homo, that's a no-no so fuck po'-po' I push the seven-fo'-oh and not the Volvo C-Town push the six-oh-oh, I'm with a bitch on dolo Chips from here to Acapulco While y'all buck for legs I, buck for heads I even buck celebs, nigga fuck the feds ",TRUE,Misogynistic
,Childish Gambino,"I want the lights turned on Show me how you do it  I got to get high  Show me what you doing, I don   t wanna lose  I need to get high  Have them lights turned on, show me what you doing  I got to get high  Show me what you do to me, me  I got to get high  ",FALSE,Nonmisogynistic
,Childish Gambino,"I don   t wanna be alone, I don   t wanna be alone I don   t wanna be alone I don   t wanna be alone, I don   t wanna be alone I don   t wanna be alone ",FALSE,Nonmisogynistic
,Chance The Rapper,"Suck my motherfucking dick It's the young Randy Velarde Queens, baby Blow me Chance the motherfuckin' Rapper With a capitalized, uh, times, not the times but you know what I'm saying, the times Lil Boat Chance Thugger! Lil Boat ",FALSE,Nonmisogynistic
,Immortal Technique,"Father, forgive them, for they don't know right from wrong The truth will set you free, written down in this song And the song has the Cause of Death written in code The Word of God brought to life, that'll save your soul Save your soul, motherfucker, save your soul! ",FALSE,Nonmisogynistic
,Pusha-T,"I hope you betting on the sleeper It all started on a beeper   Now they asking for the feature Till I'm steppin' out the bleachers Drug money kicked around like it   s FIFA I hope you betting on the sleeper It all started on a beeper   Now they asking for the feature Till I'm steppin' out the bleachers Drug money kicked around like it   s FIFA I hope you pussy muthafuckas die Wish death upon they soul until they burnin' in a fire I'm the illest mothafucka breathin', fuck yo rhyme or yo reason Fucking over yo issues, it's kill-a-ho-nigga season I made my way, way, I found my road, road Bar-arada-da, I made my own, ho YUGHHH , you ain   t ever have shit local nigga? Woo, how the fuck I owe you local niggas? I   m a global nigga, Champs-  lys  es shopper Looked up to Eric B and dope dealer, chain rockers Where was you when I was bleeding Disappointed and battling my demons I just want to ride Italian leather, acting like you don   t know me Euro designer palace, fuck my bitch on Missoni And I feel    ",TRUE,Nonmisogynistic
